,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
195,RB,Antonio Williams (19394507),Antonio Williams,19394507,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
196,RB,Reggie Gilliam (19394509),Reggie Gilliam,19394509,RB/FLEX,4000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.05600000000000001
197,QB,Tim Boyle (19394136),Tim Boyle,19394136,QB,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
198,QB,Steven Montez (19394137),Steven Montez,19394137,QB,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
199,QB,Jordan Ta'amu (19394138),Jordan Ta'amu,19394138,QB,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
200,RB,Godwin Igwebuike (19394471),Godwin Igwebuike,19394471,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
201,RB,Jermar Jefferson (19394473),Jermar Jefferson,19394473,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
202,RB,Craig Reynolds (19394475),Craig Reynolds,19394475,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
203,RB,Dedrick Mills (19394477),Dedrick Mills,19394477,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
204,RB,Jason Cabinda (19394479),Jason Cabinda,19394479,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.517
205,RB,Michael Warren (19394481),Michael Warren,19394481,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
206,RB,Khalil Herbert (19394483),Khalil Herbert,19394483,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
207,RB,Tarik Cohen (19394485),Tarik Cohen,19394485,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
208,RB,CJ Marable (19394487),CJ Marable,19394487,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
209,RB,Artavis Pierce (19394489),Artavis Pierce,19394489,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
210,RB,Ryan Nall (19394491),Ryan Nall,19394491,RB/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
211,WR,Quintez Cephus (19394643),Quintez Cephus,19394643,WR/FLEX,4000,DET@CHI 10/03/2021 01:00PM ET,DET,11.110000000000001
212,QB,Mike White (19394132),Mike White,19394132,QB,4000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
213,QB,Josh Johnson (19394133),Josh Johnson,19394133,QB,4000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
214,QB,Logan Woodside (19394134),Logan Woodside,19394134,QB,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
215,QB,Matt Barkley (19394135),Matt Barkley,19394135,QB,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
216,RB,La'Mical Perine (19394457),La'Mical Perine,19394457,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
217,RB,Josh Adams (19394459),Josh Adams,19394459,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
218,RB,Austin Walter (19394461),Austin Walter,19394461,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
219,RB,Mekhi Sargent (19394463),Mekhi Sargent,19394463,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.13
220,RB,Khari Blasingame (19394465),Khari Blasingame,19394465,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
221,RB,Brian Hill (19394467),Brian Hill,19394467,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
222,RB,Tory Carter (19394469),Tory Carter,19394469,RB/FLEX,4000,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
223,QB,Jamie Newman (19394130),Jamie Newman,19394130,QB,4000,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
224,QB,Chad Henne (19394131),Chad Henne,19394131,QB,4000,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
225,RB,Jordan Howard (19394445),Jordan Howard,19394445,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
226,RB,Jason Huntley (19394447),Jason Huntley,19394447,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
227,RB,Jerick McKinnon (19394449),Jerick McKinnon,19394449,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,KC,0.6400000000000001
228,RB,Michael Burton (19394451),Michael Burton,19394451,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,KC,0.6160000000000001
229,RB,Derrick Gore (19394453),Derrick Gore,19394453,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
230,RB,Elijah McGuire (19394455),Elijah McGuire,19394455,RB/FLEX,4000,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
231,QB,P.J. Walker (19394126),P.J. Walker,19394126,QB,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
232,QB,James Morgan (19394127),James Morgan,19394127,QB,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
233,QB,Will Grier (19394128),Will Grier,19394128,QB,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
234,QB,Ben DiNucci (19394129),Ben DiNucci,19394129,QB,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
235,RB,Giovanni Ricci (19394421),Giovanni Ricci,19394421,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
236,RB,Rodney Smith (19394423),Rodney Smith,19394423,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
237,RB,Spencer Brown (19394425),Spencer Brown,19394425,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
238,RB,Rod Smith (19394427),Rod Smith,19394427,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
239,RB,Mason Stokke (19394429),Mason Stokke,19394429,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
240,RB,Reggie Bonnafon (19394431),Reggie Bonnafon,19394431,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
241,RB,Mikey Daniel (19394433),Mikey Daniel,19394433,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
242,RB,Corey Clement (19394435),Corey Clement,19394435,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
243,RB,Rico Dowdle (19394437),Rico Dowdle,19394437,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
244,RB,Sewo Olonilua (19394439),Sewo Olonilua,19394439,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
245,RB,Brenden Knox (19394441),Brenden Knox,19394441,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
246,RB,JaQuan Hardy (19394443),JaQuan Hardy,19394443,RB/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
247,WR,Terrace Marshall Jr. (19394639),Terrace Marshall Jr.,19394639,WR/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,CAR,6.37
248,WR,Cedrick Wilson (19394641),Cedrick Wilson,19394641,WR/FLEX,4000,CAR@DAL 10/03/2021 01:00PM ET,DAL,5.877000000000001
249,QB,Mike Glennon (19394121),Mike Glennon,19394121,QB,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
250,QB,Clayton Thorson (19394122),Clayton Thorson,19394122,QB,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
251,QB,Brian Lewerke (19394123),Brian Lewerke,19394123,QB,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
252,QB,Trevor Siemian (19394124),Trevor Siemian,19394124,QB,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
253,QB,Ian Book (19394125),Ian Book,19394125,QB,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
254,RB,Gary Brightwell (19394399),Gary Brightwell,19394399,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.804
255,RB,Taquan Mizzell (19394401),Taquan Mizzell,19394401,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
256,RB,Sandro Platzgummer (19394403),Sandro Platzgummer,19394403,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
257,RB,Cullen Gillaspia (19394405),Cullen Gillaspia,19394405,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
258,RB,Alfred Morris (19394407),Alfred Morris,19394407,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
259,RB,Dexter Williams (19394409),Dexter Williams,19394409,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
260,RB,Eli Penny (19394411),Eli Penny,19394411,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NYG,0.444
261,RB,Tony Jones Jr. (19394413),Tony Jones Jr.,19394413,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NO,3.73
262,RB,Dwayne Washington (19394415),Dwayne Washington,19394415,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
263,RB,Alex Armah (19394417),Alex Armah,19394417,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.25
264,RB,Adam Prentice (19394419),Adam Prentice,19394419,RB/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
265,WR,Tre'Quan Smith (19394637),Tre'Quan Smith,19394637,WR/FLEX,4000,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
266,QB,Kellen Mond (19394119),Kellen Mond,19394119,QB,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
267,QB,Nate Stanley (19394120),Nate Stanley,19394120,QB,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
268,RB,Ameer Abdullah (19394375),Ameer Abdullah,19394375,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,1.8900000000000001
269,RB,Kene Nwangwu (19394377),Kene Nwangwu,19394377,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
270,RB,Ito Smith (19394379),Ito Smith,19394379,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
271,RB,A.J. Rose Jr. (19394381),A.J. Rose Jr.,19394381,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
272,RB,Jake Bargas (19394383),Jake Bargas,19394383,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
273,RB,C.J. Ham (19394385),C.J. Ham,19394385,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.927
274,RB,D'Ernest Johnson (19394387),D'Ernest Johnson,19394387,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.27
275,RB,Tre Harbison (19394389),Tre Harbison,19394389,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
276,RB,Corey Taylor (19394391),Corey Taylor,19394391,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
277,RB,Andy Janovich (19394393),Andy Janovich,19394393,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,1.8
278,RB,Johnny Stanton IV (19394395),Johnny Stanton IV,19394395,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
279,RB,John Kelly (19394397),John Kelly,19394397,RB/FLEX,4000,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
280,QB,Tua Tagovailoa (19394102),Tua Tagovailoa,19394102,QB,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,8.85
281,QB,Reid Sinnett (19394115),Reid Sinnett,19394115,QB,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
282,QB,Jacob Eason (19394116),Jacob Eason,19394116,QB,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
283,QB,Sam Ehlinger (19394117),Sam Ehlinger,19394117,QB,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
284,QB,Jalen Morton (19394118),Jalen Morton,19394118,QB,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
285,RB,Gerrid Doaks (19394359),Gerrid Doaks,19394359,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
286,RB,Jordan Scarlett (19394361),Jordan Scarlett,19394361,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
287,RB,Carl Tucker (19394363),Carl Tucker,19394363,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
288,RB,Patrick Laird (19394365),Patrick Laird,19394365,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
289,RB,Jordan Wilkins (19394367),Jordan Wilkins,19394367,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
290,RB,Darius Anderson (19394369),Darius Anderson,19394369,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
291,RB,Benny LeMay (19394371),Benny LeMay,19394371,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
292,RB,Deon Jackson (19394373),Deon Jackson,19394373,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
293,RB,Salvon Ahmed (19394513),Salvon Ahmed,19394513,RB/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,2.17
294,TE,Mike Gesicki (19395177),Mike Gesicki,19395177,TE/FLEX,4000,IND@MIA 10/03/2021 01:00PM ET,MIA,8.57
295,QB,Kyle Shurmur (19394111),Kyle Shurmur,19394111,QB,4000,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
296,QB,Josh Rosen (19394112),Josh Rosen,19394112,QB,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
297,QB,Feleipe Franks (19394113),Feleipe Franks,19394113,QB,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
298,QB,AJ McCarron (19394114),AJ McCarron,19394114,QB,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
299,RB,Jaret Patterson (19394345),Jaret Patterson,19394345,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.3
300,RB,Lamar Miller (19394347),Lamar Miller,19394347,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
301,RB,Jonathan Williams (19394349),Jonathan Williams,19394349,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
302,RB,Qadree Ollison (19394351),Qadree Ollison,19394351,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
303,RB,D'Onta Foreman (19394353),D'Onta Foreman,19394353,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
304,RB,Keith Smith (19394355),Keith Smith,19394355,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,2.13
305,RB,Caleb Huntley (19394357),Caleb Huntley,19394357,RB/FLEX,4000,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
306,QB,Alex McGough (19394110),Alex McGough,19394110,QB,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
307,RB,Raheem Mostert (19394265),Raheem Mostert,19394265,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SF,1.8
308,RB,Rashaad Penny (19394329),Rashaad Penny,19394329,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.8
309,RB,Alex Collins (19394331),Alex Collins,19394331,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,1.65
310,RB,DeeJay Dallas (19394333),DeeJay Dallas,19394333,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.67
311,RB,Nick Bellore (19394335),Nick Bellore,19394335,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
312,RB,Cameron Scarlett (19394337),Cameron Scarlett,19394337,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
313,RB,Josh Johnson (19394339),Josh Johnson,19394339,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
314,RB,Jeff Wilson Jr. (19394341),Jeff Wilson Jr.,19394341,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
315,RB,Kyle Juszczyk (19394343),Kyle Juszczyk,19394343,RB/FLEX,4000,SEA@SF 10/03/2021 04:05PM ET,SF,6.147
316,QB,Colt McCoy (19394106),Colt McCoy,19394106,QB,4000,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
317,QB,John Wolford (19394107),John Wolford,19394107,QB,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
318,QB,Bryce Perkins (19394108),Bryce Perkins,19394108,QB,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
319,QB,Devlin Hodges (19394109),Devlin Hodges,19394109,QB,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
320,RB,Jonathan Ward (19394309),Jonathan Ward,19394309,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
321,RB,Eno Benjamin (19394311),Eno Benjamin,19394311,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
322,RB,Tavien Feaster (19394313),Tavien Feaster,19394313,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
323,RB,Khalfani Muhammad (19394315),Khalfani Muhammad,19394315,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
324,RB,Jake Funk (19394317),Jake Funk,19394317,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.18000000000000002
325,RB,Buddy Howell (19394319),Buddy Howell,19394319,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
326,RB,Cam Akers (19394321),Cam Akers,19394321,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
327,RB,Xavier Jones (19394323),Xavier Jones,19394323,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
328,RB,Otis Anderson (19394325),Otis Anderson,19394325,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
329,RB,Javian Hawkins (19394327),Javian Hawkins,19394327,RB/FLEX,4000,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
330,QB,Josh Dobbs (19394104),Josh Dobbs,19394104,QB,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
331,QB,Kurt Benkert (19394105),Kurt Benkert,19394105,QB,4000,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
332,RB,Benny Snell Jr. (19394289),Benny Snell Jr.,19394289,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.033
333,RB,Kalen Ballage (19394291),Kalen Ballage,19394291,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
334,RB,Anthony McFarland Jr. (19394293),Anthony McFarland Jr.,19394293,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
335,RB,Jaylen Samuels (19394295),Jaylen Samuels,19394295,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
336,RB,Pete Guerriero (19394297),Pete Guerriero,19394297,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
337,RB,Tony Brooks-James (19394299),Tony Brooks-James,19394299,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
338,RB,Trey Edmunds (19394301),Trey Edmunds,19394301,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
339,RB,Derek Watt (19394303),Derek Watt,19394303,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,PIT,0.47300000000000003
340,RB,Kylin Hill (19394305),Kylin Hill,19394305,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,GB,0.657
341,RB,Patrick Taylor (19394307),Patrick Taylor,19394307,RB/FLEX,4000,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
342,QB,Trace McSorley (19394103),Trace McSorley,19394103,QB,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
343,RB,J.K. Dobbins (19394269),J.K. Dobbins,19394269,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
344,RB,Gus Edwards (19394271),Gus Edwards,19394271,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
345,RB,Justice Hill (19394273),Justice Hill,19394273,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
346,RB,Patrick Ricard (19394275),Patrick Ricard,19394275,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,1.23
347,RB,Le'Veon Bell (19394277),Le'Veon Bell,19394277,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
348,RB,Damarea Crockett (19394279),Damarea Crockett,19394279,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.23
349,RB,Mike Boone (19394281),Mike Boone,19394281,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
350,RB,LeVante Bellamy (19394283),LeVante Bellamy,19394283,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
351,RB,Stevie Scott III (19394287),Stevie Scott III,19394287,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
352,RB,Devonta Freeman (19394511),Devonta Freeman,19394511,RB/FLEX,4000,BAL@DEN 10/03/2021 04:25PM ET,BAL,1.85
353,WR,Darnell Mooney (19394649),Darnell Mooney,19394649,WR/FLEX,3900,DET@CHI 10/03/2021 01:00PM ET,CHI,7.37
354,WR,Elijah Moore (19394645),Elijah Moore,19394645,WR/FLEX,3900,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,5.357
355,DST,Titans  (19395522),Titans ,19395522,DST,3900,TEN@NYJ 10/03/2021 01:00PM ET,TEN,1.67
356,WR,Freddie Swain (19394653),Freddie Swain,19394653,WR/FLEX,3900,SEA@SF 10/03/2021 04:05PM ET,SEA,8.2
357,WR,Van Jefferson Jr. (19394647),Van Jefferson Jr.,19394647,WR/FLEX,3900,ARI@LAR 10/03/2021 04:05PM ET,LAR,7.983
358,WR,Devin Duvernay (19394651),Devin Duvernay,19394651,WR/FLEX,3900,BAL@DEN 10/03/2021 04:25PM ET,BAL,5.93
359,WR,Demarcus Robinson (19394655),Demarcus Robinson,19394655,WR/FLEX,3800,KC@PHI 10/03/2021 01:00PM ET,KC,5.120000000000001
360,DST,Saints  (19395523),Saints ,19395523,DST,3800,NYG@NO 10/03/2021 01:00PM ET,NO,13.67
361,WR,DeSean Jackson (19394657),DeSean Jackson,19394657,WR/FLEX,3800,ARI@LAR 10/03/2021 04:05PM ET,LAR,8.433
362,WR,Anthony Miller (19394661),Anthony Miller,19394661,WR/FLEX,3700,HOU@BUF 10/03/2021 01:00PM ET,HOU,14.399999999999999
363,DST,Bears  (19395524),Bears ,19395524,DST,3700,DET@CHI 10/03/2021 01:00PM ET,CHI,8.33
364,WR,Braxton Berrios (19394659),Braxton Berrios,19394659,WR/FLEX,3700,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,10.637
365,WR,K.J. Osborn (19394663),K.J. Osborn,19394663,WR/FLEX,3700,CLE@MIN 10/03/2021 01:00PM ET,MIN,11.79
366,TE,Austin Hooper (19395179),Austin Hooper,19395179,TE/FLEX,3700,CLE@MIN 10/03/2021 01:00PM ET,CLE,7.38
367,DST,Broncos  (19395525),Broncos ,19395525,DST,3700,BAL@DEN 10/03/2021 04:25PM ET,DEN,12.0
368,TE,Dawson Knox (19395181),Dawson Knox,19395181,TE/FLEX,3600,HOU@BUF 10/03/2021 01:00PM ET,BUF,8.72
369,WR,Adam Humphries (19394665),Adam Humphries,19394665,WR/FLEX,3600,WAS@ATL 10/03/2021 01:00PM ET,WAS,5.37
370,DST,Rams  (19395526),Rams ,19395526,DST,3600,ARI@LAR 10/03/2021 04:05PM ET,LAR,5.4
371,WR,Allen Lazard (19394667),Allen Lazard,19394667,WR/FLEX,3600,PIT@GB 10/03/2021 04:25PM ET,GB,2.637
372,WR,Quez Watkins (19394671),Quez Watkins,19394671,WR/FLEX,3500,KC@PHI 10/03/2021 01:00PM ET,PHI,9.53
373,TE,Zach Ertz (19395183),Zach Ertz,19395183,TE/FLEX,3500,KC@PHI 10/03/2021 01:00PM ET,PHI,7.43
374,WR,Deonte Harris (19394669),Deonte Harris,19394669,WR/FLEX,3500,NYG@NO 10/03/2021 01:00PM ET,NO,7.77
375,TE,Tyler Conklin (19395185),Tyler Conklin,19395185,TE/FLEX,3500,CLE@MIN 10/03/2021 01:00PM ET,MIN,9.477
376,DST,WAS Football Team  (19395527),WAS Football Team ,19395527,DST,3500,WAS@ATL 10/03/2021 01:00PM ET,WAS,2.0
377,WR,Gabriel Davis (19394673),Gabriel Davis,19394673,WR/FLEX,3400,HOU@BUF 10/03/2021 01:00PM ET,BUF,4.08
378,TE,Dalton Schultz (19395187),Dalton Schultz,19395187,TE/FLEX,3400,CAR@DAL 10/03/2021 01:00PM ET,DAL,12.087
379,DST,Panthers  (19395528),Panthers ,19395528,DST,3400,CAR@DAL 10/03/2021 01:00PM ET,CAR,9.67
380,WR,Dyami Brown (19394677),Dyami Brown,19394677,WR/FLEX,3400,WAS@ATL 10/03/2021 01:00PM ET,WAS,2.27
381,WR,KJ Hamler (19394675),KJ Hamler,19394675,WR/FLEX,3400,BAL@DEN 10/03/2021 04:25PM ET,DEN,4.13
382,DST,Ravens  (19395529),Ravens ,19395529,DST,3400,BAL@DEN 10/03/2021 04:25PM ET,BAL,3.33
383,WR,Chester Rogers (19394683),Chester Rogers,19394683,WR/FLEX,3300,TEN@NYJ 10/03/2021 01:00PM ET,TEN,7.33
384,WR,Kadarius Toney (19394681),Kadarius Toney,19394681,WR/FLEX,3300,NYG@NO 10/03/2021 01:00PM ET,NYG,2.16
385,WR,Randall Cobb (19394679),Randall Cobb,19394679,WR/FLEX,3300,PIT@GB 10/03/2021 04:25PM ET,GB,2.9699999999999998
386,TE,Eric Ebron (19395189),Eric Ebron,19395189,TE/FLEX,3300,PIT@GB 10/03/2021 04:25PM ET,PIT,1.067
387,DST,Packers  (19395530),Packers ,19395530,DST,3300,PIT@GB 10/03/2021 04:25PM ET,GB,2.7
388,WR,Danny Amendola (19394693),Danny Amendola,19394693,WR/FLEX,3200,HOU@BUF 10/03/2021 01:00PM ET,HOU,9.78
389,WR,Amon-Ra St. Brown (19394691),Amon-Ra St. Brown,19394691,WR/FLEX,3200,DET@CHI 10/03/2021 01:00PM ET,DET,3.7730000000000006
390,WR,Nick Westbrook-Ikhine (19394701),Nick Westbrook-Ikhine,19394701,WR/FLEX,3200,TEN@NYJ 10/03/2021 01:00PM ET,TEN,5.97
391,DST,Chiefs  (19395531),Chiefs ,19395531,DST,3200,KC@PHI 10/03/2021 01:00PM ET,KC,3.2
