,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
648,DST,Cowboys  (19395539),Cowboys ,19395539,DST,2600,CAR@DAL 10/03/2021 01:00PM ET,DAL,8.1
649,TE,Chris Herndon (19395227),Chris Herndon,19395227,TE/FLEX,2600,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
650,TE,Hayden Hurst (19395223),Hayden Hurst,19395223,TE/FLEX,2600,WAS@ATL 10/03/2021 01:00PM ET,ATL,2.8
651,TE,Will Dissly (19395221),Will Dissly,19395221,TE/FLEX,2600,SEA@SF 10/03/2021 04:05PM ET,SEA,3.87
652,TE,Albert Okwuegbunam (19395225),Albert Okwuegbunam,19395225,TE/FLEX,2600,BAL@DEN 10/03/2021 04:25PM ET,DEN,5.87
653,TE,David Wells (19395341),David Wells,19395341,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
654,TE,Tyler Davis (19395371),Tyler Davis,19395371,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
655,TE,Ryan Izzo (19395401),Ryan Izzo,19395401,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
656,TE,Pharaoh Brown (19395239),Pharaoh Brown,19395239,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,HOU,4.284
657,TE,Brevin Jordan (19395503),Brevin Jordan,19395503,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
658,TE,Antony Auclair (19395505),Antony Auclair,19395505,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
659,TE,Paul Quessenberry (19395507),Paul Quessenberry,19395507,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
660,TE,Mitchell Fraboni (19395509),Mitchell Fraboni,19395509,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
661,TE,Tommy Sweeney (19395511),Tommy Sweeney,19395511,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.584
662,TE,Kahale Warring (19395513),Kahale Warring,19395513,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
663,TE,Nate Becker (19395515),Nate Becker,19395515,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
664,TE,Bug Howard (19395517),Bug Howard,19395517,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
665,TE,Quintin Morris (19395519),Quintin Morris,19395519,TE/FLEX,2500,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
666,TE,Darren Fells (19395477),Darren Fells,19395477,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,2.4530000000000003
667,TE,Hunter Bryant (19395479),Hunter Bryant,19395479,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
668,TE,Charlie Taumoepeau (19395481),Charlie Taumoepeau,19395481,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
669,TE,Jared Pinkney (19395483),Jared Pinkney,19395483,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
670,TE,Hunter Thedford (19395485),Hunter Thedford,19395485,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
671,TE,Brock Wright (19395487),Brock Wright,19395487,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
672,TE,Shane Zylstra (19395489),Shane Zylstra,19395489,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
673,TE,Rashod Berry (19395491),Rashod Berry,19395491,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
674,TE,Jesse James (19395493),Jesse James,19395493,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
675,TE,J.P. Holtz (19395495),J.P. Holtz,19395495,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
676,TE,Jesper Horsted (19395497),Jesper Horsted,19395497,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
677,TE,Patrick Scales (19395499),Patrick Scales,19395499,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
678,TE,Scooter Harrington (19395501),Scooter Harrington,19395501,TE/FLEX,2500,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
679,TE,MyCole Pruitt (19395233),MyCole Pruitt,19395233,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,3.0
680,TE,Ryan Griffin (19395243),Ryan Griffin,19395243,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,3.5530000000000004
681,TE,Trevon Wesco (19395459),Trevon Wesco,19395459,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
682,TE,Daniel Brown (19395461),Daniel Brown,19395461,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
683,TE,Kenny Yeboah (19395463),Kenny Yeboah,19395463,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
684,TE,Tommy Hudson (19395465),Tommy Hudson,19395465,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,1.85
685,TE,Briley Moore-McKinney (19395467),Briley Moore-McKinney,19395467,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
686,TE,Donnie Ernsberger (19395469),Donnie Ernsberger,19395469,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
687,TE,Austin Fort (19395471),Austin Fort,19395471,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
688,TE,Gabe Holmes (19395473),Gabe Holmes,19395473,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
689,TE,Luke Stocker (19395475),Luke Stocker,19395475,TE/FLEX,2500,TEN@NYJ 10/03/2021 01:00PM ET,TEN,0.0
690,TE,Jody Fortson (19395231),Jody Fortson,19395231,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,2.8800000000000003
691,TE,Jack Stoll (19395437),Jack Stoll,19395437,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
692,TE,Tyree Jackson (19395439),Tyree Jackson,19395439,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
693,TE,Jason Croom (19395441),Jason Croom,19395441,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
694,TE,Nick Eubanks (19395443),Nick Eubanks,19395443,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
695,TE,Hakeem Butler (19395445),Hakeem Butler,19395445,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
696,TE,Cary Angeline (19395447),Cary Angeline,19395447,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,PHI,0.0
697,TE,Blake Bell (19395449),Blake Bell,19395449,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,1.6239999999999999
698,TE,Noah Gray (19395451),Noah Gray,19395451,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,0.4
699,TE,Evan Baylis (19395453),Evan Baylis,19395453,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
700,TE,James Winchester (19395455),James Winchester,19395455,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
701,TE,Mark Vital (19395457),Mark Vital,19395457,TE/FLEX,2500,KC@PHI 10/03/2021 01:00PM ET,KC,0.0
702,TE,Ian Thomas (19395419),Ian Thomas,19395419,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,CAR,1.47
703,TE,Tommy Tremble (19395421),Tommy Tremble,19395421,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,CAR,3.57
704,TE,Colin Thompson (19395423),Colin Thompson,19395423,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
705,TE,Stephen Sullivan (19395425),Stephen Sullivan,19395425,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,CAR,0.0
706,TE,Sean McKeon (19395427),Sean McKeon,19395427,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
707,TE,Jeremy Sprinkle (19395429),Jeremy Sprinkle,19395429,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
708,TE,Nick Ralston (19395431),Nick Ralston,19395431,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
709,TE,Ian Bunting (19395433),Ian Bunting,19395433,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
710,TE,Artayvious Lynn (19395435),Artayvious Lynn,19395435,TE/FLEX,2500,CAR@DAL 10/03/2021 01:00PM ET,DAL,0.0
711,TE,Kyle Rudolph (19395241),Kyle Rudolph,19395241,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,2.916
712,TE,Kaden Smith (19395393),Kaden Smith,19395393,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,2.52
713,TE,Levine Toilolo (19395395),Levine Toilolo,19395395,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
714,TE,Nakia Griffin-Stewart (19395397),Nakia Griffin-Stewart,19395397,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
715,TE,Chris Myarick (19395399),Chris Myarick,19395399,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
716,TE,Jake Hausmann (19395403),Jake Hausmann,19395403,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
717,TE,Cole Hikutini (19395405),Cole Hikutini,19395405,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NYG,0.0
718,TE,Garrett Griffin (19395407),Garrett Griffin,19395407,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
719,TE,Nick Vannett (19395409),Nick Vannett,19395409,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
720,TE,Dylan Soehner (19395411),Dylan Soehner,19395411,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
721,TE,Zach Wood (19395413),Zach Wood,19395413,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
722,TE,Josh Pederson (19395415),Josh Pederson,19395415,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
723,TE,Ethan Wolf (19395417),Ethan Wolf,19395417,TE/FLEX,2500,NYG@NO 10/03/2021 01:00PM ET,NO,0.0
724,TE,Harrison Bryant (19395237),Harrison Bryant,19395237,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,3.483
725,TE,Ben Ellefson (19395373),Ben Ellefson,19395373,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
726,TE,Irv Smith Jr. (19395375),Irv Smith Jr.,19395375,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
727,TE,Andrew DePaola (19395377),Andrew DePaola,19395377,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
728,TE,Brandon Dillon (19395379),Brandon Dillon,19395379,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
729,TE,Zach Davidson (19395381),Zach Davidson,19395381,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,0.0
730,TE,Jordan Franks (19395383),Jordan Franks,19395383,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
731,TE,Connor Davis (19395385),Connor Davis,19395385,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
732,TE,Stephen Carlson (19395387),Stephen Carlson,19395387,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
733,TE,Kyle Markway (19395389),Kyle Markway,19395389,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
734,TE,Miller Forristall (19395391),Miller Forristall,19395391,TE/FLEX,2500,CLE@MIN 10/03/2021 01:00PM ET,CLE,0.0
735,DST,Vikings  (19395540),Vikings ,19395540,DST,2500,CLE@MIN 10/03/2021 01:00PM ET,MIN,6.003
736,TE,Mo Alie-Cox (19395235),Mo Alie-Cox,19395235,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,2.277
737,TE,Durham Smythe (19395343),Durham Smythe,19395343,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.63
738,TE,Adam Shaheen (19395345),Adam Shaheen,19395345,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
739,TE,Cethan Carter (19395347),Cethan Carter,19395347,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.6
740,TE,Hunter Long (19395349),Hunter Long,19395349,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
741,TE,Carson Meier (19395351),Carson Meier,19395351,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
742,TE,Jibri Blount (19395353),Jibri Blount,19395353,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
743,TE,Sal Cannella (19395355),Sal Cannella,19395355,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
744,TE,Kalif Jackson (19395357),Kalif Jackson,19395357,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
745,TE,Kylen Granson (19395359),Kylen Granson,19395359,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
746,TE,Andrew Vollert (19395361),Andrew Vollert,19395361,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
747,TE,Jordan Thomas (19395363),Jordan Thomas,19395363,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
748,TE,Noah Togiai (19395365),Noah Togiai,19395365,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
749,TE,Graham Adomitis (19395367),Graham Adomitis,19395367,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
750,TE,Farrod Green (19395369),Farrod Green,19395369,TE/FLEX,2500,IND@MIA 10/03/2021 01:00PM ET,IND,0.0
751,TE,Ricky Seals-Jones (19395319),Ricky Seals-Jones,19395319,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,2.97
752,TE,John Bates (19395321),John Bates,19395321,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
753,TE,Sammis Reyes (19395323),Sammis Reyes,19395323,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
754,TE,Tyrone Swoopes (19395325),Tyrone Swoopes,19395325,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
755,TE,Dylan Cantrell (19395327),Dylan Cantrell,19395327,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
756,TE,Temarrick Hemingway (19395329),Temarrick Hemingway,19395329,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,WAS,0.0
757,TE,Lee Smith (19395331),Lee Smith,19395331,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,ATL,3.87
758,TE,Parker Hesse (19395333),Parker Hesse,19395333,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
759,TE,Ryan Becker (19395335),Ryan Becker,19395335,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
760,TE,Jaeden Graham (19395337),Jaeden Graham,19395337,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
761,TE,John Raine (19395339),John Raine,19395339,TE/FLEX,2500,WAS@ATL 10/03/2021 01:00PM ET,ATL,0.0
762,TE,Tyler Mabry (19395297),Tyler Mabry,19395297,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
763,TE,Colby Parkinson (19395299),Colby Parkinson,19395299,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
764,TE,Jace Sternberger (19395301),Jace Sternberger,19395301,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
765,TE,Dom Wood-Anderson (19395303),Dom Wood-Anderson,19395303,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
766,TE,Cam Sutton (19395305),Cam Sutton,19395305,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
767,TE,DeShon Williams (19395307),DeShon Williams,19395307,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
768,TE,Tyler Ott (19395309),Tyler Ott,19395309,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
769,TE,Michael Jacobson (19395311),Michael Jacobson,19395311,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SEA,0.0
770,TE,Ross Dwelley (19395313),Ross Dwelley,19395313,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
771,TE,Charlie Woerner (19395315),Charlie Woerner,19395315,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
772,TE,Tanner Hudson (19395317),Tanner Hudson,19395317,TE/FLEX,2500,SEA@SF 10/03/2021 04:05PM ET,SF,0.0
773,TE,Darrell Daniels (19395279),Darrell Daniels,19395279,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
774,TE,Demetrius Harris (19395281),Demetrius Harris,19395281,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
775,TE,Bruno Labelle (19395283),Bruno Labelle,19395283,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
776,TE,Ross Travis (19395285),Ross Travis,19395285,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
777,TE,Bernhard Seikovits (19395287),Bernhard Seikovits,19395287,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,ARI,0.0
778,TE,Johnny Mundt (19395289),Johnny Mundt,19395289,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
779,TE,Jacob Harris (19395291),Jacob Harris,19395291,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
780,TE,Brycen Hopkins (19395293),Brycen Hopkins,19395293,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
781,TE,Kendall Blanton (19395295),Kendall Blanton,19395295,TE/FLEX,2500,ARI@LAR 10/03/2021 04:05PM ET,LAR,0.0
782,TE,Zach Gentry (19395259),Zach Gentry,19395259,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,PIT,0.29700000000000004
783,TE,Dax Raymond (19395261),Dax Raymond,19395261,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
784,TE,Kevin Rader (19395263),Kevin Rader,19395263,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
785,TE,Marcus Baugh (19395265),Marcus Baugh,19395265,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,PIT,0.0
786,TE,Marcedes Lewis (19395267),Marcedes Lewis,19395267,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.873
787,TE,Josiah Deguara (19395269),Josiah Deguara,19395269,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.63
788,TE,Dominique Dafney (19395271),Dominique Dafney,19395271,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
789,TE,Daniel Crawford (19395273),Daniel Crawford,19395273,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
790,TE,Bronson Kaufusi (19395275),Bronson Kaufusi,19395275,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
791,TE,Isaac Nauta (19395277),Isaac Nauta,19395277,TE/FLEX,2500,PIT@GB 10/03/2021 04:25PM ET,GB,0.0
792,TE,Eric Tomlinson (19395245),Eric Tomlinson,19395245,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
793,TE,Josh Oliver (19395247),Josh Oliver,19395247,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,BAL,1.17
794,TE,Nick Boyle (19395249),Nick Boyle,19395249,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
795,TE,Tony Poljan (19395251),Tony Poljan,19395251,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,BAL,0.0
796,TE,Eric Saubert (19395253),Eric Saubert,19395253,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,DEN,1.13
797,TE,Andrew Beck (19395255),Andrew Beck,19395255,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
798,TE,Shaun Beyer (19395257),Shaun Beyer,19395257,TE/FLEX,2500,BAL@DEN 10/03/2021 04:25PM ET,DEN,0.0
799,DST,Seahawks  (19395541),Seahawks ,19395541,DST,2400,SEA@SF 10/03/2021 04:05PM ET,SEA,3.33
800,DST,Falcons  (19395542),Falcons ,19395542,DST,2300,WAS@ATL 10/03/2021 01:00PM ET,ATL,2.0
801,DST,Lions  (19395543),Lions ,19395543,DST,2200,DET@CHI 10/03/2021 01:00PM ET,DET,2.563
802,DST,Eagles  (19395544),Eagles ,19395544,DST,2100,KC@PHI 10/03/2021 01:00PM ET,PHI,6.33
803,DST,Texans  (19395546),Texans ,19395546,DST,2000,HOU@BUF 10/03/2021 01:00PM ET,HOU,6.0
804,DST,Jets  (19395545),Jets ,19395545,DST,2000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,4.037
