,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,FP,Value
96,67454-69769,QB,Darius,Darius Bradwell,Bradwell,,1,6000,LAC@DEN,LAC,DEN,,,,,,QB,,
97,67454-27801,QB,Nate,Nate Sudfeld,Sudfeld,,2,6000,MIN@SF,SF,MIN,,,,,,QB,,
98,67454-57537,QB,DeShone,DeShone Kizer,Kizer,,,6000,TEN@NE,TEN,NE,,,,,,QB,,
99,67454-45259,QB,Logan,Logan Woodside,Woodside,0.0,3,6000,TEN@NE,TEN,NE,IR,Illness,,,,QB,,
100,67454-130269,QB,Reid,Reid Sinnett,Sinnett,,1,6000,PHI@NYG,PHI,NYG,,,,,,QB,,
101,67454-130334,QB,Jalen,Jalen Morton,Morton,,,6000,TB@IND,IND,TB,,,,,,QB,,
102,67454-31047,QB,AJ,AJ McCarron,McCarron,,2,6000,ATL@JAC,ATL,JAC,IR,Knee - acl,,,,QB,,
103,67454-60787,QB,Bryce,Bryce Perkins,Perkins,,2,6000,LAR@GB,LAR,GB,,,,,,QB,,
104,67454-92560,QB,Sam,Sam Ehlinger,Ehlinger,0.0,2,6000,TB@IND,IND,TB,,,,,,QB,,
105,67454-103824,QB,Easton,Easton Stick,Stick,0.0,1,6000,LAC@DEN,LAC,DEN,,,,,,QB,,
106,67454-32158,QB,Garrett,Garrett Gilbert,Gilbert,,2,6000,TEN@NE,NE,TEN,,,,,,QB,,
107,67454-60840,QB,Jake,Jake Browning,Browning,,,6000,PIT@CIN,CIN,PIT,,,,,,QB,,
108,67454-63920,QB,Josh,Josh Love,Love,,2,6000,CAR@MIA,CAR,MIA,,,,,,QB,,
109,67454-34308,QB,Blake,Blake Bortles,Bortles,0.0,1,6000,LAR@GB,GB,LAR,,,,,,QB,,
110,67454-60947,QB,Jarrett,Jarrett Stidham,Stidham,0.0,6,6000,TEN@NE,NE,TEN,,,,,,QB,,
111,67454-61982,QB,Tommy,Tommy Stevens,Stevens,,1,6000,PHI@NYG,NYG,PHI,,,,,,QB,,
112,67454-30253,QB,Jeff,Jeff Driskel,Driskel,,4,6000,NYJ@HOU,HOU,NYJ,,,,,,QB,,
113,67454-94797,QB,Kellen,Kellen Mond,Mond,,,6000,MIN@SF,MIN,SF,,,,,,QB,,
114,67454-54879,QB,Deshaun,Deshaun Watson,Watson,0.0,16,6000,NYJ@HOU,HOU,NYJ,O,Coach's decision,,,,QB,,
115,67454-95893,QB,Devlin,Devlin Hodges,Hodges,,1,6000,LAR@GB,LAR,GB,,,,,,QB,,
116,67454-69302,QB,Feleipe,Feleipe Franks,Franks,0.0,3,6000,ATL@JAC,ATL,JAC,,,,,,QB,,
117,67454-69304,QB,Kyle,Kyle Trask,Trask,,,6000,TB@IND,TB,IND,,,,,,QB,,
118,67454-52929,QB,Jake,Jake Luton,Luton,,5,6000,CAR@MIA,MIA,CAR,,,,,,QB,,
119,67454-61157,QB,Brett,Brett Rypien,Rypien,0.0,3,6000,LAC@DEN,DEN,LAC,,,,,,QB,,
120,67454-29445,QB,Sean,Sean Mannion,Mannion,0.0,,6000,MIN@SF,MIN,SF,,,,,,QB,,
121,67454-104281,QB,Jake,Jake Dolegala,Dolegala,,1,6000,CAR@MIA,MIA,CAR,,,,,,QB,,
122,67454-61276,QB,James,James Morgan,Morgan,,1,6000,NYJ@HOU,NYJ,HOU,,,,,,QB,,
123,67454-55148,QB,Clayton,Clayton Thorson,Thorson,,1,6000,PHI@NYG,NYG,PHI,,,,,,QB,,
124,67454-14190,WR,Julio,Julio Jones,Jones,0.0,6,6000,TEN@NE,TEN,NE,IR,Hamstring,,,,WR/FLEX,,
125,67454-14194,QB,Blaine,Blaine Gabbert,Gabbert,0.0,4,6000,TB@IND,TB,IND,,,,,,QB,,
126,67454-62364,QB,Josh,Josh Rosen,Rosen,0.0,3,6000,ATL@JAC,ATL,JAC,,,,,,QB,,
127,67454-29605,QB,Matt,Matt Barkley,Barkley,,4,6000,CAR@MIA,CAR,MIA,,,,,,QB,,
128,67454-33702,QB,Ryan,Ryan Griffin,Griffin,3.09225,,6000,TB@IND,TB,IND,,,,,,QB,,
129,67454-33702,QB,Ryan,Ryan Griffin,Griffin,0.0,,6000,TB@IND,TB,IND,,,,,,QB,,
130,67454-34073,TE,Ryan,Ryan Griffin,Griffin,2.7977499999999997,10,4800,NYJ@HOU,NYJ,HOU,,,,,,TE/FLEX,,
131,67454-34073,TE,Ryan,Ryan Griffin,Griffin,0.0,10,4800,NYJ@HOU,NYJ,HOU,,,,,,TE/FLEX,,
132,67454-38837,QB,Danny,Danny Etling,Etling,,1,6000,LAC@DEN,DEN,LAC,,,,,,QB,,
133,67454-71672,QB,KJ,KJ Costello,Costello,,,6000,LAC@DEN,LAC,DEN,,,,,,QB,,
134,67454-71705,TE,Noah,Noah Fant,Fant,7.4,9,5900,LAC@DEN,DEN,LAC,,,,,,TE/FLEX,,
135,67454-83074,TE,Dallas,Dallas Goedert,Goedert,8.9,10,5900,PHI@NYG,PHI,NYG,,,,,,TE/FLEX,,
136,67454-24755,WR,Jamison,Jamison Crowder,Crowder,7.505,7,5900,NYJ@HOU,NYJ,HOU,,,,,,WR/FLEX,,
137,67454-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,,10,5900,ATL@JAC,JAC,ATL,,,,,,WR/FLEX,,
138,67454-30635,RB,Mike,Mike Davis,Davis,5.9,10,5900,ATL@JAC,ATL,JAC,,,,,,RB/FLEX,,
139,67454-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,10.395000000000001,7,5900,TEN@NE,NE,TEN,Q,Knee,,,,RB/FLEX,,
140,67454-54244,WR,Kenny,Kenny Golladay,Golladay,10.45,7,5900,PHI@NYG,NYG,PHI,,,,,,WR/FLEX,,
141,67454-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,,2,5800,MIN@SF,SF,MIN,,,,,,RB/FLEX,,
142,67454-80289,WR,Kendrick,Kendrick Bourne,Bourne,7.245000000000001,11,5800,TEN@NE,NE,TEN,,,,,,WR/FLEX,,
143,67454-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,,7,5800,LAR@GB,LAR,GB,,,,,,WR/FLEX,,
144,67454-40669,WR,Tyler,Tyler Boyd,Boyd,7.8,10,5800,PIT@CIN,CIN,PIT,,,,,,WR/FLEX,,
145,67454-63634,WR,Jakobi,Jakobi Meyers,Meyers,9.870000000000001,11,5700,TEN@NE,NE,TEN,,,,,,WR/FLEX,,
146,67454-93541,RB,Javonte,Javonte Williams,Williams,11.55,10,5700,LAC@DEN,DEN,LAC,,,,,,RB/FLEX,,
147,67454-55830,RB,D'Onta,D'Onta Foreman,Foreman,8.93,3,5700,TEN@NE,TEN,NE,,,,,,RB/FLEX,,
148,67454-52916,WR,Russell,Russell Gage,Gage,8.1,6,5700,ATL@JAC,ATL,JAC,,,,,,WR/FLEX,,
149,67454-27338,RB,Rex,Rex Burkhead,Burkhead,10.2,7,5700,NYJ@HOU,HOU,NYJ,,,,,,RB/FLEX,,
150,67454-57091,WR,Tim,Tim Patrick,Patrick,6.9,10,5700,LAC@DEN,DEN,LAC,,,,,,WR/FLEX,,
151,67454-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,7.885000000000001,9,5700,TEN@NE,TEN,NE,,,,,,WR/FLEX,,
152,67454-86052,WR,Kadarius,Kadarius Toney,Toney,0.5415,8,5600,PHI@NYG,NYG,PHI,D,Quadriceps,,,,WR/FLEX,,
153,67454-63591,RB,Ronald,Ronald Jones II,Jones II,,9,5600,TB@IND,TB,IND,,,,,,RB/FLEX,,
154,67454-27776,RB,Tevin,Tevin Coleman,Coleman,7.789999999999999,6,5600,NYJ@HOU,NYJ,HOU,,,,,,RB/FLEX,,
155,67454-42142,RB,Jordan,Jordan Howard,Howard,0.0,4,5600,PHI@NYG,PHI,NYG,O,Knee,,,,RB/FLEX,,
156,67454-6703,RB,Adrian,Adrian Peterson,Peterson,,3,5600,TEN@NE,TEN,NE,,,,,,RB/FLEX,,
157,67454-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,7.0,6,5600,LAR@GB,GB,LAR,,,,,,WR/FLEX,,
158,67454-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,,10,5600,ATL@JAC,JAC,ATL,,,,,,WR/FLEX,,
159,67454-40845,TE,Hunter,Hunter Henry,Henry,6.09,11,5600,TEN@NE,NE,TEN,Q,Neck,,,,TE/FLEX,,
160,67454-56648,RB,Jeremy,Jeremy McNichols,McNichols,0.0,9,5500,TEN@NE,TEN,NE,O,Concussion,,,,RB/FLEX,,
161,67454-63819,WR,Darius,Darius Slayton,Slayton,8.549999999999999,7,5500,PHI@NYG,NYG,PHI,,,,,,WR/FLEX,,
162,67454-87467,RB,Chuba,Chuba Hubbard,Hubbard,2.6599999999999997,10,5500,CAR@MIA,CAR,MIA,,,,,,RB/FLEX,,
163,67454-33260,WR,DeVante,DeVante Parker,Parker,0.0,5,5500,CAR@MIA,MIA,CAR,IR,Shoulder,,,,WR/FLEX,,
164,67454-22031,WR,T.Y.,T.Y. Hilton,Hilton,7.14,4,5500,TB@IND,IND,TB,,,,,,WR/FLEX,,
165,67454-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,8.36,1,5500,TEN@NE,TEN,NE,,,,,,RB/FLEX,,
166,67454-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,,10,5500,PIT@CIN,PIT,CIN,IR,Undisclosed,,,,WR/FLEX,,
167,67454-41872,TE,Evan,Evan Engram,Engram,7.03,8,5500,PHI@NYG,NYG,PHI,,,,,,TE/FLEX,,
168,67454-29683,WR,Nelson,Nelson Agholor,Agholor,7.245000000000001,10,5500,TEN@NE,NE,TEN,,,,,,WR/FLEX,,
169,67454-62497,RB,David,David Johnson,Johnson,11.025,10,5400,NYJ@HOU,HOU,NYJ,,,,,,RB/FLEX,,
170,67454-64581,WR,Van,Van Jefferson Jr.,Jefferson Jr.,,10,5400,LAR@GB,LAR,GB,,,,,,WR/FLEX,,
171,67454-72776,RB,Alexander,Alexander Mattison,Mattison,4.2749999999999995,10,5400,MIN@SF,MIN,SF,,,,,,RB/FLEX,,
172,67454-32235,WR,Marcus,Marcus Johnson,Johnson,0.0,7,5400,TEN@NE,TEN,NE,IR,Hamstring,,,,WR/FLEX,,
173,67454-26251,WR,Robby,Robby Anderson,Anderson,6.5,11,5400,CAR@MIA,CAR,MIA,,,,,,WR/FLEX,,
174,67454-94936,RB,Larry,Larry Rountree III,Rountree III,,9,5400,LAC@DEN,LAC,DEN,,,,,,RB/FLEX,,
175,67454-91872,RB,Joshua,Joshua Kelley,Kelley,1.045,4,5400,LAC@DEN,LAC,DEN,,,,,,RB/FLEX,,
176,67454-47870,TE,Tyler,Tyler Higbee,Higbee,7.0,10,5400,LAR@GB,LAR,GB,,,,,,TE/FLEX,,
177,67454-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,6.1,9,5400,ATL@JAC,ATL,JAC,,,,,,WR/FLEX,,
178,67454-60451,TE,Tyler,Tyler Conklin,Conklin,6.5,10,5300,MIN@SF,MIN,SF,,,,,,TE/FLEX,,
179,67454-42028,WR,Will,Will Fuller V,Fuller V,,2,5300,CAR@MIA,MIA,CAR,IR,Finger,,,,WR/FLEX,,
180,67454-68712,WR,Tyler,Tyler Johnson,Johnson,3.7905,9,5300,TB@IND,TB,IND,,,,,,WR/FLEX,,
181,67454-53390,WR,Zach,Zach Pascal,Pascal,6.300000000000001,11,5300,TB@IND,IND,TB,,,,,,WR/FLEX,,
182,67454-65724,RB,JaMycal,JaMycal Hasty,Hasty,0.9974999999999999,5,5300,MIN@SF,SF,MIN,O,Ankle,,,,RB/FLEX,,
183,67454-86244,TE,Pat,Pat Freiermuth,Freiermuth,7.3149999999999995,10,5300,PIT@CIN,PIT,CIN,,,,,,TE/FLEX,,
184,67454-91419,WR,Nico,Nico Collins,Collins,3.8949999999999996,7,5300,NYJ@HOU,HOU,NYJ,Q,Hip,,,,WR/FLEX,,
185,67454-55748,WR,James,James Washington,Washington,3.33925,9,5300,PIT@CIN,PIT,CIN,,,,,,WR/FLEX,,
186,67454-25267,WR,Mack,Mack Hollins,Hollins,3.33925,7,5300,CAR@MIA,MIA,CAR,,,,,,WR/FLEX,,
187,67454-52931,RB,Eli,Eli Penny,Penny,,8,5300,PHI@NYG,NYG,PHI,,,,,,RB/FLEX,,
188,67454-70372,WR,Chester,Chester Rogers,Rogers,6.27,10,5300,TEN@NE,TEN,NE,,,,,,WR/FLEX,,
189,67454-14257,WR,Randall,Randall Cobb,Cobb,7.0,10,5300,LAR@GB,GB,LAR,,,,,,WR/FLEX,,
190,67454-55366,RB,Qadree,Qadree Ollison,Ollison,,1,5200,ATL@JAC,ATL,JAC,Q,Illness,,,,RB/FLEX,,
191,67454-79979,WR,Jamal,Jamal Agnew,Agnew,,10,5200,ATL@JAC,JAC,ATL,IR,Hip,,,,WR/FLEX,,
192,67454-63625,RB,Nyheim,Nyheim Hines,Hines,6.09,11,5200,TB@IND,IND,TB,,,,,,RB/FLEX,,
193,67454-43433,RB,Boston,Boston Scott,Scott,6.0,6,5200,PHI@NYG,PHI,NYG,,,,,,RB/FLEX,,
194,67454-31207,TE,C.J.,C.J. Uzomah,Uzomah,4.18,10,5200,PIT@CIN,CIN,PIT,,,,,,TE/FLEX,,
195,67454-56809,WR,Allen,Allen Lazard,Lazard,2.6599999999999997,8,5200,LAR@GB,GB,LAR,Q,Shoulder,,,,WR/FLEX,,
196,67454-41475,WR,John,John Ross III,Ross III,,6,5200,PHI@NYG,NYG,PHI,Q,Quadriceps,,,,WR/FLEX,,
197,67454-63050,RB,Ty,Ty Johnson,Johnson,9.975,10,5200,NYJ@HOU,NYJ,HOU,,,,,,RB/FLEX,,
198,67454-30403,WR,Chris,Chris Conley,Conley,3.8949999999999996,9,5200,NYJ@HOU,HOU,NYJ,,,,,,WR/FLEX,,
199,67454-63855,WR,K.J.,K.J. Osborn,Osborn,4.465,10,5100,MIN@SF,MIN,SF,,,,,,WR/FLEX,,
200,67454-53640,RB,Sony,Sony Michel,Michel,6.7,10,5100,LAR@GB,LAR,GB,,,,,,RB/FLEX,,
201,67454-80546,TE,Dan,Dan Arnold,Arnold,7.5,9,5100,ATL@JAC,JAC,ATL,,,,,,TE/FLEX,,
202,67454-86780,RB,Salvon,Salvon Ahmed,Ahmed,0.9025,9,5100,CAR@MIA,MIA,CAR,,,,,,RB/FLEX,,
